,file,geneID,uni_gal,gene,gene_galGal,finalgene
4188,aquChr_transcript:ENSACCT00020016208_R0,GEMOMA_00008499-RA,E1C8A1,MST1,MST1,MST1
4189,aquChr_transcript:ENSACCT00020016215_R4,GEMOMA_00015834-RA,NA,NA,NA,NA
4190,aquChr_transcript:ENSACCT00020016215_R5,GEMOMA_00015806-RA,NA,NA,NA,NA
4191,aquChr_transcript:ENSACCT00020016216_R0,GEMOMA_00009213-RA,F1NJF9,SMDT1,SMDT1,SMDT1
4192,aquChr_transcript:ENSACCT00020016221_R0,GEMOMA_00014517-RA,Q98TH5,RPS11,cRPS11,RPS11
4193,aquChr_transcript:ENSACCT00020016222_R0,GEMOMA_00013425-RA,F1NV56,RPAIN,RPAIN,RPAIN
4194,aquChr_transcript:ENSACCT00020016224_R0,GEMOMA_00011756-RA,E1C588,ARHGEF17,ARHGEF17,ARHGEF17
4195,aquChr_transcript:ENSACCT00020016224_R1,GEMOMA_00011645-RA,NA,ARHGEF17,NA,ARHGEF17
4196,aquChr_transcript:ENSACCT00020016229_R0,GEMOMA_00001548-RA,P01103,MYB,MYB,MYB
4197,aquChr_transcript:ENSACCT00020016233_R0,GEMOMA_00001172-RA,F1NUE6,MFSD2B,MFSD2B,MFSD2B
4198,aquChr_transcript:ENSACCT00020016234_R0,GEMOMA_00010255-RA,E1BW82,HIPK1,HIPK1,HIPK1
4199,aquChr_transcript:ENSACCT00020016241_R0,GEMOMA_00005601-RA,A0A3Q2UD09,CDC26,CDC26,CDC26
4200,aquChr_transcript:ENSACCT00020016250_R0,GEMOMA_00009768-RA,F1P5P5,NA,LOC772071,LOC772071
4201,aquChr_transcript:ENSACCT00020016253_R0,GEMOMA_00013424-RA,A0A1D5PUD5,NUP88,NUP88,NUP88
4202,aquChr_transcript:ENSACCT00020016255_R0,GEMOMA_00008315-RA,F1N8V3,PHACTR4,PHACTR4,PHACTR4
4203,aquChr_transcript:ENSACCT00020016263_R0,GEMOMA_00005451-RA,Q9IAK4,OLFM1,OLFM1,OLFM1
4204,aquChr_transcript:ENSACCT00020016266_R0,GEMOMA_00005600-RA,A0A1D5PYH2,SLC31A1,SLC31A1,SLC31A1
4205,aquChr_transcript:ENSACCT00020016268_R0,GEMOMA_00011755-RA,A0A3Q2U2I3,RELT,RELT,RELT
4206,aquChr_transcript:ENSACCT00020016268_R1,GEMOMA_00011644-RA,A0A3Q2U2I3,RELT,RELT,RELT
4207,aquChr_transcript:ENSACCT00020016273_R0,GEMOMA_00009216-RA,A0A1L1RRM6,NA,WBP2NL,WBP2NL
4208,aquChr_transcript:ENSACCT00020016289_R0,GEMOMA_00001547-RA,A0A1D5PQQ5,HBS1L,HBS1L,HBS1L
4209,aquChr_transcript:ENSACCT00020016290_R0,GEMOMA_00008316-RA,A0A1D5P4W0,RCC1,RCC1,RCC1
4210,aquChr_transcript:ENSACCT00020016291_R0,GEMOMA_00010256-RA,Q5QJC3,DCLRE1B,DCLRE1B,DCLRE1B
4211,aquChr_transcript:ENSACCT00020016297_R0,GEMOMA_00003847-RA,Q01795,MYF6,MYF6,MYF6
4212,aquChr_transcript:ENSACCT00020016299_R0,GEMOMA_00009217-RA,F1NFU6,SEPTIN3,SEPTIN3,SEPTIN3
4213,aquChr_transcript:ENSACCT00020016307_R0,GEMOMA_00010257-RA,A0A1D5P0F5,AP4B1,AP4B1,AP4B1
4214,aquChr_transcript:ENSACCT00020016314_R0,GEMOMA_00008317-RA,A0A1D5P5H3,OPRD1,OPRD1,OPRD1
4215,aquChr_transcript:ENSACCT00020016317_R0,GEMOMA_00014515-RA,A0A1D5P3F3,CCKAR,CCKBR,CCKAR
4216,aquChr_transcript:ENSACCT00020016320_R0,GEMOMA_00009218-RA,A0A3Q2UBN0,NA,NA,NA
4217,aquChr_transcript:ENSACCT00020016332_R0,GEMOMA_00013422-RA,F1NYS6,IFT22,IFT22,IFT22
4218,aquChr_transcript:ENSACCT00020016333_R0,GEMOMA_00011065-RA,F1P5U6,CYP2C19,CYP2C18,CYP2C19
4219,aquChr_transcript:ENSACCT00020016339_R0,GEMOMA_00009767-RA,E1BXR1,VBP1,LOC772071,VBP1
4220,aquChr_transcript:ENSACCT00020016340_R0,GEMOMA_00010258-RA,A0A3Q2TYT7,BCL2L15,BCL2L15,BCL2L15
4221,aquChr_transcript:ENSACCT00020016349_R0,GEMOMA_00001546-RA,F1P4K4,ALDH8A1,ALDH8A1,ALDH8A1
4222,aquChr_transcript:ENSACCT00020016358_R0,GEMOMA_00009219-RA,F1NLV1,TNFRSF13C,TNFRSF13C,TNFRSF13C
4223,aquChr_transcript:ENSACCT00020016369_R0,GEMOMA_00009220-RA,A0A1L1RWA6,SHISA8,SHISA8,SHISA8
4224,aquChr_transcript:ENSACCT00020016370_R0,GEMOMA_00005638-RA,A0A3Q2U1J3,NA,NA,NA
4225,aquChr_transcript:ENSACCT00020016371_R0,GEMOMA_00009765-RA,A0A1D5PUJ3,NA,LOC422353,LOC422353
4226,aquChr_transcript:ENSACCT00020016377_R0,GEMOMA_00003660-RA,A0A3Q2UDI2,NA,HIST1H2B5L,HIST1H2B5L
4227,aquChr_transcript:ENSACCT00020016391_R0,GEMOMA_00005639-RA,A0A1D5PWU4,ANKRD13A,ANKRD13A,ANKRD13A
4228,aquChr_transcript:ENSACCT00020016393_R0,GEMOMA_00011068-RA,A0A3Q2U1T0,HELLS,HELLS,HELLS
4229,aquChr_transcript:ENSACCT00020016394_R0,GEMOMA_00005449-RA,A0A1L1RQR5,MRPS2,MRPS2,MRPS2
4230,aquChr_transcript:ENSACCT00020016395_R0,GEMOMA_00008319-RA,A0A3Q2U5K9,ASAP3,ASAP3,ASAP3
4231,aquChr_transcript:ENSACCT00020016401_R0,GEMOMA_00009221-RA,A0A1D5PX69,SREBF2,SREBF2,SREBF2
4232,aquChr_transcript:ENSACCT00020016409_R0,GEMOMA_00001178-RA,F1NV02,APOB,APOB,APOB
4233,aquChr_transcript:ENSACCT00020016411_R0,GEMOMA_00009763-RA,F1P1R3,PSMD10,PSMD10,PSMD10
4234,aquChr_transcript:ENSACCT00020016420_R0,GEMOMA_00005597-RA,E1BRU6,LRSAM1,LRSAM1,LRSAM1
4235,aquChr_transcript:ENSACCT00020016421_R0,GEMOMA_00001544-RA,F1P4J7,SLC2A12,SLC2A12,SLC2A12
4236,aquChr_transcript:ENSACCT00020016422_R0,GEMOMA_00013037-RA,Q5F3R2,KDM5B,KDM5B,KDM5B
4237,aquChr_transcript:ENSACCT00020016433_R0,GEMOMA_00012824-RA,A0A1D5NUM1,ZHX3,ZHX3,ZHX3
4238,aquChr_transcript:ENSACCT00020016437_R0,GEMOMA_00005448-RA,A0A1D5P8S8,DIPK1B,FAM69B,DIPK1B
4239,aquChr_transcript:ENSACCT00020016441_R0,GEMOMA_00005596-RA,E1BTG1,RPL12,RPL12,RPL12
4240,aquChr_transcript:ENSACCT00020016446_R0,GEMOMA_00009454-RA,F1ND01,UMAD1,UMAD1,UMAD1
4241,aquChr_transcript:ENSACCT00020016449_R0,GEMOMA_00001542-RA,R4GLC9,TCF21,TCF21,TCF21
4242,aquChr_transcript:ENSACCT00020016451_R0,GEMOMA_00001180-RA,A0A3Q2TTR6,GDF7,GDF7,GDF7
4243,aquChr_transcript:ENSACCT00020016455_R0,GEMOMA_00005447-RA,E1BTF7,AGPAT2,AGPAT2,AGPAT2
4244,aquChr_transcript:ENSACCT00020016456_R0,GEMOMA_00009453-RA,E1C4C7,RPA3,RPA3,RPA3
4245,aquChr_transcript:ENSACCT00020016460_R0,GEMOMA_00013036-RA,A0A1D5PAR5,TUBA1C,TUBA3E,TUBA1C
4246,aquChr_transcript:ENSACCT00020016465_R0,GEMOMA_00005640-RA,A0A1D5PD83,GIT2,GIT2,GIT2
4247,aquChr_transcript:ENSACCT00020016478_R0,GEMOMA_00009223-RA,F1NII6,SNU13,NA,SNU13
4248,aquChr_transcript:ENSACCT00020016480_R0,GEMOMA_00002861-RA,E1C687,CEP44,CEP44,CEP44
4249,aquChr_transcript:ENSACCT00020016486_R0,GEMOMA_00009452-RA,F1NS24,MIOS,MIOS,MIOS
4250,aquChr_transcript:ENSACCT00020016487_R0,GEMOMA_00010260-RA,F1NFM8,RSBN1,NA,RSBN1
4251,aquChr_transcript:ENSACCT00020016489_R0,GEMOMA_00005446-RA,A0A1D5PEV6,EGFL7,EGFL7,EGFL7
4252,aquChr_transcript:ENSACCT00020016490_R0,GEMOMA_00008324-RA,A0A1D5NXJ1,GMEB1,GMEB1,GMEB1
4253,aquChr_transcript:ENSACCT00020016496_R0,GEMOMA_00005595-RA,A0A1D5P6U5,DPH7,DPH7,DPH7
4254,aquChr_transcript:ENSACCT00020016497_R0,GEMOMA_00001182-RA,O93468,RHOB,cRhoB,RHOB
4255,aquChr_transcript:ENSACCT00020016500_R0,GEMOMA_00001540-RA,P84175,RPS12,RPS12,RPS12
4256,aquChr_transcript:ENSACCT00020016502_R0,GEMOMA_00002860-RA,Q5ZI32,FBXO8,FBXO8,FBXO8
4257,aquChr_transcript:ENSACCT00020016505_R0,GEMOMA_00005594-RA,A0A3Q2UGE4,MRPL41-A,MRPL41,MRPL41-A
4258,aquChr_transcript:ENSACCT00020016512_R0,GEMOMA_00015173-RA,F1NP97,NA,LOC419074,LOC419074
4259,aquChr_transcript:ENSACCT00020016515_R0,GEMOMA_00008325-RA,R4GG64,DCBLD1,LOC419584,DCBLD1
4260,aquChr_transcript:ENSACCT00020016523_R0,GEMOMA_00009449-RA,F1NWF6,ASNS,ASNS,ASNS
4261,aquChr_transcript:ENSACCT00020016528_R0,GEMOMA_00005445-RA,F1NZ70,NOTCH1,NOTCH1,NOTCH1
4262,aquChr_transcript:ENSACCT00020016531_R0,GEMOMA_00006528-RA,F1NZY2,MUC5B,LOC395381,MUC5B
4263,aquChr_transcript:ENSACCT00020016533_R0,GEMOMA_00003842-RA,R4GGJ0,RPS16,RPS16,RPS16
4264,aquChr_transcript:ENSACCT00020016537_R0,GEMOMA_00002859-RA,A0A1D5NZZ0,HAND2,HAND2,HAND2
4265,aquChr_transcript:ENSACCT00020016540_R0,GEMOMA_00008326-RA,Q5ZKX3,TAF12,TAF12,TAF12
4266,aquChr_transcript:ENSACCT00020016551_R0,GEMOMA_00006530-RA,NA,NA,NA,NA
4267,aquChr_transcript:ENSACCT00020016559_R0,GEMOMA_00003666-RA,A0A1D5P4B8,BRD1,BRD1,BRD1
4268,aquChr_transcript:ENSACCT00020016559_R2,GEMOMA_00005248-RA,Q5F3S4,BRPF1,CPNE9,BRPF1
4269,aquChr_transcript:ENSACCT00020016567_R0,GEMOMA_00010261-RA,E1BZ77,PHTF1,PHTF1,PHTF1
4270,aquChr_transcript:ENSACCT00020016577_R0,GEMOMA_00005642-RA,A0A1D5PSM9,GLTP,GLTP,GLTP
4271,aquChr_transcript:ENSACCT00020016578_R0,GEMOMA_00003667-RA,A0A1D5PVT9,ZBED4,ZBED4,ZBED4
4272,aquChr_transcript:ENSACCT00020016586_R0,GEMOMA_00002856-RA,F1NPU8,HMGB2,HMGB2,HMGB2
4273,aquChr_transcript:ENSACCT00020016590_R0,GEMOMA_00009445-RA,P50577,DLX5,DLX5,DLX5
4274,aquChr_transcript:ENSACCT00020016594_R0,GEMOMA_00001185-RA,A0A1D5P7Z0,PUM2,PUM2,PUM2
4275,aquChr_transcript:ENSACCT00020016595_R0,GEMOMA_00005364-RA,A0A1D5PJ03,NT5DC2,NT5DC2,NT5DC2
4276,aquChr_transcript:ENSACCT00020016596_R0,GEMOMA_00000590-RA,F1NM78,KMO,KMO,KMO
4277,aquChr_transcript:ENSACCT00020016600_R0,GEMOMA_00009444-RA,A0A3Q2UES9,DLX6A,DLX6,DLX6A
4278,aquChr_transcript:ENSACCT00020016602_R0,GEMOMA_00002152-RA,F1P0K5,SLC15A1,SLC15A1,SLC15A1
4279,aquChr_transcript:ENSACCT00020016608_R0,GEMOMA_00003670-RA,E1BQM1,CRELD2-A,CRELD2,CRELD2-A
4280,aquChr_transcript:ENSACCT00020016610_R0,GEMOMA_00005591-RA,A0A3Q3ANL8,NSMF,NSMF,NSMF
4281,aquChr_transcript:ENSACCT00020016613_R0,GEMOMA_00009443-RA,Q5ZJW7,SEM1,SHFM1,SEM1
4282,aquChr_transcript:ENSACCT00020016614_R0,GEMOMA_00013030-RA,Q5ZKQ8,ARL8A,ARL8A,ARL8A
4283,aquChr_transcript:ENSACCT00020016619_R0,GEMOMA_00001538-RA,E1BUA6,VNN1,VNN1,VNN1
4284,aquChr_transcript:ENSACCT00020016620_R0,GEMOMA_00006470-RA,F1NSM4,GAS2,GAS2,GAS2
4285,aquChr_transcript:ENSACCT00020016634_R0,GEMOMA_00013029-RA,F1NJ18,GPR37L1,GPR37L1,GPR37L1
4286,aquChr_transcript:ENSACCT00020016637_R0,GEMOMA_00006469-RA,E1C4T8,FANCF,FANCF,FANCF
4287,aquChr_transcript:ENSACCT00020016646_R0,GEMOMA_00006533-RA,Q5ZK05,TOLLIP,TOLLIP,TOLLIP
4288,aquChr_transcript:ENSACCT00020016654_R0,GEMOMA_00006468-RA,A0A1D5PSC0,SLC17A6,SLC17A6,SLC17A6
4289,aquChr_transcript:ENSACCT00020016661_R0,GEMOMA_00013028-RA,E1C6L3,ELF3,ELF3,ELF3
4290,aquChr_transcript:ENSACCT00020016677_R0,GEMOMA_00005643-RA,A0A1D5PXA5,TRPV4,TRPV4,TRPV4
4291,aquChr_transcript:ENSACCT00020016680_R0,GEMOMA_00005588-RA,A0A1L1RRE7,ANAPC2,ANAPC2,ANAPC2
4292,aquChr_transcript:ENSACCT00020016682_R0,GEMOMA_00010263-RA,F1NI53,LRIG2,LRIG2,LRIG2
4293,aquChr_transcript:ENSACCT00020016688_R0,GEMOMA_00005644-RA,A0A1D5PF00,FAM222A,FAM222A,FAM222A
4294,aquChr_transcript:ENSACCT00020016690_R0,GEMOMA_00016382-RA,Q90888,MAFB,MAFB,MAFB
4295,aquChr_transcript:ENSACCT00020016699_R0,GEMOMA_00010264-RA,Q5ZLZ6,SLC16A1,SLC16A1,SLC16A1
4296,aquChr_transcript:ENSACCT00020016704_R0,GEMOMA_00005645-RA,E1BZ79,MVK,MVK,MVK
4297,aquChr_transcript:ENSACCT00020016712_R1,GEMOMA_00015743-RA,NA,NA,NA,NA
4298,aquChr_transcript:ENSACCT00020016717_R0,GEMOMA_00011072-RA,E1C1D1,ANXA7,ANXA7,ANXA7
4299,aquChr_transcript:ENSACCT00020016720_R0,GEMOMA_00009755-RA,F1ND19,ACSL4,ACSL4,ACSL4
4300,aquChr_transcript:ENSACCT00020016723_R0,GEMOMA_00005586-RA,Q5F3X2,NA,DDR1,DDR1
4301,aquChr_transcript:ENSACCT00020016724_R0,GEMOMA_00005121-RA,F1NTF2,NFIL3,NFIL3,NFIL3
4302,aquChr_transcript:ENSACCT00020016727_R0,GEMOMA_00009568-RA,F1NSS4,SCP2,SCP2,SCP2
4303,aquChr_transcript:ENSACCT00020016728_R0,GEMOMA_00001188-RA,F1NRF7,LAPTM4A,LAPTM4A,LAPTM4A
4304,aquChr_transcript:ENSACCT00020016730_R0,GEMOMA_00010266-RA,F1NLL1,PPM1J,PPM1J,PPM1J
4305,aquChr_transcript:ENSACCT00020016733_R0,GEMOMA_00004944-RA,F1P2V3,F2RL2,F2RL2,F2RL2
4306,aquChr_transcript:ENSACCT00020016736_R0,GEMOMA_00015612-RA,A0A1D5P532,NA,CD1C,CD1C
4307,aquChr_transcript:ENSACCT00020016736_R1,GEMOMA_00015607-RA,A0A1D5P532,NA,CD1C,CD1C
4308,aquChr_transcript:ENSACCT00020016736_R2,GEMOMA_00015596-RA,A0A1D5P532,NA,CD1C,CD1C
4309,aquChr_transcript:ENSACCT00020016736_R3,GEMOMA_00015538-RA,A0A1D5P532,NA,CD1C,CD1C
4310,aquChr_transcript:ENSACCT00020016739_R0,GEMOMA_00005444-RA,F1NZ85,SEC16A,SEC16A,SEC16A
4311,aquChr_transcript:ENSACCT00020016750_R0,GEMOMA_00011073-RA,E1C2T7,PPP3CB,PPP3CB,PPP3CB
4312,aquChr_transcript:ENSACCT00020016764_R0,GEMOMA_00000218-RA,F1P1U0,DNAH8,DNAH8,DNAH8
4313,aquChr_transcript:ENSACCT00020016774_R0,GEMOMA_00005583-RA,F1P5C3,NA,ENTPD2L,ENTPD2L
4314,aquChr_transcript:ENSACCT00020016776_R0,GEMOMA_00001534-RA,Q5ZMP2,STX7,STX7,STX7
4315,aquChr_transcript:ENSACCT00020016782_R0,GEMOMA_00000217-RA,A0A1L1RZK1,GLO1,GLO1,GLO1
4316,aquChr_transcript:ENSACCT00020016791_R0,GEMOMA_00005648-RA,F6S174,UBE3B,UBE3B,UBE3B
4317,aquChr_transcript:ENSACCT00020016795_R0,GEMOMA_00009752-RA,F1ND76,CHRDL1,CHRDL1,CHRDL1
4318,aquChr_transcript:ENSACCT00020016799_R0,GEMOMA_00005582-RA,Q5ZLK9,NELFB,NELFB,NELFB
4319,aquChr_transcript:ENSACCT00020016807_R0,GEMOMA_00001533-RA,F1NBR3,MOXD1,MOXD1,MOXD1
4320,aquChr_transcript:ENSACCT00020016811_R0,GEMOMA_00004939-RA,E1C1R3,CRHBP,CRHBP,CRHBP
4321,aquChr_transcript:ENSACCT00020016812_R0,GEMOMA_00005580-RA,A0A1L1RZG8,GLUL,GSL,GLUL
4322,aquChr_transcript:ENSACCT00020016817_R0,GEMOMA_00011075-RA,E1BU93,MYOZ1,MYOZ1,MYOZ1
4323,aquChr_transcript:ENSACCT00020016819_R0,GEMOMA_00006536-RA,E1C2M2,DUSP8,DUSP8,DUSP8
4324,aquChr_transcript:ENSACCT00020016820_R0,GEMOMA_00013623-RA,P02701,AVD,AVD,AVD
4325,aquChr_transcript:ENSACCT00020016827_R0,GEMOMA_00005138-RA,Q6ZXC3,TRH,TRH,TRH
4326,aquChr_transcript:ENSACCT00020016828_R0,GEMOMA_00005118-RA,F1N9Y5,SYK,SYK,SYK
4327,aquChr_transcript:ENSACCT00020016832_R0,GEMOMA_00005443-RA,F1P5J6,INPP5E,INPP5E,INPP5E
4328,aquChr_transcript:ENSACCT00020016833_R0,GEMOMA_00004938-RA,F1NWU4,AGGF1,AGGF1,AGGF1
4329,aquChr_transcript:ENSACCT00020016838_R0,GEMOMA_00009751-RA,F1N8W8,PAK3,PAK3,PAK3
4330,aquChr_transcript:ENSACCT00020016845_R0,GEMOMA_00001532-RA,NA,CCN2,NA,CCN2
4331,aquChr_transcript:ENSACCT00020016848_R0,GEMOMA_00005117-RA,E1C055,DIRAS2,DIRAS2,DIRAS2
4332,aquChr_transcript:ENSACCT00020016850_R0,GEMOMA_00000689-RA,A0A3Q2UAR0,YBEY,YBEY,YBEY
4333,aquChr_transcript:ENSACCT00020016852_R0,GEMOMA_00009230-RA,E1BV20,PHF5A,PHF5A,PHF5A
4334,aquChr_transcript:ENSACCT00020016856_R0,GEMOMA_00005442-RA,Q5ZJ49,PMPCA,PMPCA,PMPCA
4335,aquChr_transcript:ENSACCT00020016857_R0,GEMOMA_00005116-RA,Q2HZD5,GADD45G,gadd45,GADD45G
4336,aquChr_transcript:ENSACCT00020016860_R0,GEMOMA_00006538-RA,Q05744,CTSD,CTSD,CTSD
4337,aquChr_transcript:ENSACCT00020016874_R0,GEMOMA_00015613-RA,A0A3Q2U756,NA,LOC770392,LOC770392
4338,aquChr_transcript:ENSACCT00020016874_R1,GEMOMA_00015541-RA,A0A3Q2U756,NA,LOC770392,LOC770392
4339,aquChr_transcript:ENSACCT00020016874_R2,GEMOMA_00015595-RA,A0A3Q2U756,NA,LOC770392,LOC770392
4340,aquChr_transcript:ENSACCT00020016874_R3,GEMOMA_00015611-RA,A0A3Q2U756,NA,LOC770392,LOC770392
4341,aquChr_transcript:ENSACCT00020016886_R0,GEMOMA_00005115-RA,F1NCF9,SEMA4D,SEMA4D,SEMA4D
4342,aquChr_transcript:ENSACCT00020016887_R0,GEMOMA_00009232-RA,Q92172,TEF,TEF,TEF
4343,aquChr_transcript:ENSACCT00020016888_R0,GEMOMA_00009747-RA,A0A1L1RT72,ALG13,NA,ALG13
4344,aquChr_transcript:ENSACCT00020016896_R0,GEMOMA_00001190-RA,E1C3E9,WDR35,WDR35,WDR35
4345,aquChr_transcript:ENSACCT00020016906_R0,GEMOMA_00000213-RA,F1NAT2,CMTR1,CMTR1,CMTR1
4346,aquChr_transcript:ENSACCT00020016908_R0,GEMOMA_00005441-RA,A0A1L1S0G0,SNAPC4,SNAPC4,SNAPC4
4347,aquChr_transcript:ENSACCT00020016919_R0,GEMOMA_00001191-RA,F1NV36,NA,LINC00954,LINC00954
4348,aquChr_transcript:ENSACCT00020016926_R0,GEMOMA_00006463-RA,A0A1D5PTD9,SLC6A5,SLC6A5,SLC6A5
4349,aquChr_transcript:ENSACCT00020016930_R0,GEMOMA_00006446-RA,F1NW06,CD81,CD81,CD81
4350,aquChr_transcript:ENSACCT00020016932_R0,GEMOMA_00005362-RA,A0A3Q2UAQ2,NISCH,NISCH,NISCH
4351,aquChr_transcript:ENSACCT00020016937_R0,GEMOMA_00001192-RA,A0A3Q3ATU9,OSR1,OSR1,OSR1
4352,aquChr_transcript:ENSACCT00020016944_R0,GEMOMA_00005440-RA,E1BWU9,CARD9,CARD9,CARD9
4353,aquChr_transcript:ENSACCT00020016955_R0,GEMOMA_00006445-RA,F1NV16,TSSC4,TSSC4,TSSC4
4354,aquChr_transcript:ENSACCT00020016958_R0,GEMOMA_00002155-RA,A0A1D5P2W8,IPO5,RANBP6,IPO5
4355,aquChr_transcript:ENSACCT00020016959_R0,GEMOMA_00006462-RA,F1NYG2,PRMT3,PRMT3,PRMT3
4356,aquChr_transcript:ENSACCT00020016961_R0,GEMOMA_00009744-RA,E1C5Z2,AMOT,AMOT,AMOT
4357,aquChr_transcript:ENSACCT00020016963_R0,GEMOMA_00001194-RA,F1N970,RDH14,RDH14,RDH14
4358,aquChr_transcript:ENSACCT00020016964_R0,GEMOMA_00011149-RA,A0A1D5PB60,ZC3H12B,ZC3H12B,ZC3H12B
4359,aquChr_transcript:ENSACCT00020016974_R0,GEMOMA_00000211-RA,A0A1D5PKH7,AARS2,AARS2,AARS2
4360,aquChr_transcript:ENSACCT00020016976_R0,GEMOMA_00001195-RA,E1BWF1,KCNS3,KCNS3,KCNS3
4361,aquChr_transcript:ENSACCT00020016983_R0,GEMOMA_00009743-RA,F1NU17,PGK,PGK2,PGK
4362,aquChr_transcript:ENSACCT00020016984_R0,GEMOMA_00011150-RA,A0A1D5PWB6,LAS1L,LAS1L,LAS1L
4363,aquChr_transcript:ENSACCT00020016986_R0,GEMOMA_00005359-RA,Q5F335,DUSP7,DUSP7,DUSP7
4364,aquChr_transcript:ENSACCT00020016989_R0,GEMOMA_00016161-RA,R4GH47,OTP,OTP,OTP
4365,aquChr_transcript:ENSACCT00020016992_R0,GEMOMA_00001198-RA,E1BWF2,GEN1,GEN1,GEN1
4366,aquChr_transcript:ENSACCT00020016993_R0,GEMOMA_00005376-RA,A0A3Q2U3C8,GARNL3,GARNL3,GARNL3
4367,aquChr_transcript:ENSACCT00020016994_R0,GEMOMA_00005358-RA,A0A1L1RR77,POC1A,POC1A,POC1A
4368,aquChr_transcript:ENSACCT00020016996_R0,GEMOMA_00006455-RA,A0A3Q2UDX1,LSP1,LSP1P1,LSP1
4369,aquChr_transcript:ENSACCT00020017004_R0,GEMOMA_00004592-RA,A0A1D5P3C8,SECISBP2L,NA,SECISBP2L
4370,aquChr_transcript:ENSACCT00020017017_R0,GEMOMA_00009567-RA,A0A3Q2U560,PODN,PODN,PODN
4371,aquChr_transcript:ENSACCT00020017020_R0,GEMOMA_00008553-RA,A0A1D5PLG4,WNK2,WNK2,WNK2
4372,aquChr_transcript:ENSACCT00020017022_R0,GEMOMA_00009741-RA,F1NL83,COX7B,COX7B,COX7B
4373,aquChr_transcript:ENSACCT00020017033_R0,GEMOMA_00014213-RA,NA,VALS,NA,VALS
4374,aquChr_transcript:ENSACCT00020017036_R0,GEMOMA_00003836-RA,P50460,CSRP2,CSRP2,CSRP2
4375,aquChr_transcript:ENSACCT00020017044_R0,GEMOMA_00005357-RA,A0A1D5P0L4,ALAS1,ALAS1,ALAS1
4376,aquChr_transcript:ENSACCT00020017046_R0,GEMOMA_00011154-RA,A0A1D5PRW5,ARHGAP20,LOC422171,ARHGAP20
4377,aquChr_transcript:ENSACCT00020017047_R0,GEMOMA_00007513-RA,F1NWL8,CEP20,FOPNL,CEP20
4378,aquChr_transcript:ENSACCT00020017068_R1,GEMOMA_00001200-RA,NA,NA,NA,NA
4379,aquChr_transcript:ENSACCT00020017071_R0,GEMOMA_00002161-RA,E1BQH9,UGGT2,UGGT2,UGGT2
4380,aquChr_transcript:ENSACCT00020017078_R0,GEMOMA_00011082-RA,E1BYQ4,NDST2,NDST2,NDST2
4381,aquChr_transcript:ENSACCT00020017080_R0,GEMOMA_00014399-RA,P63283,UBE2I,UBE2I,UBE2I
4382,aquChr_transcript:ENSACCT00020017083_R0,GEMOMA_00001201-RA,A0A3Q2TZR2,RAD51AP2,NA,RAD51AP2
4383,aquChr_transcript:ENSACCT00020017086_R0,GEMOMA_00015259-RA,Q76F79,RAD9A,rad9,RAD9A
4384,aquChr_transcript:ENSACCT00020017089_R0,GEMOMA_00004595-RA,Q5KRA4,FGF7,Fgf7,FGF7
4385,aquChr_transcript:ENSACCT00020017092_R0,GEMOMA_00007512-RA,P10587,MYH11,MYH11,MYH11
4386,aquChr_transcript:ENSACCT00020017094_R0,GEMOMA_00008552-RA,A0A1D5NVZ1,FAM120A,FAM120C,FAM120A
4387,aquChr_transcript:ENSACCT00020017095_R0,GEMOMA_00005355-RA,A0A1D5PZF9,PPM1M,PPM1M,PPM1M
4388,aquChr_transcript:ENSACCT00020017101_R0,GEMOMA_00000203-RA,P00789,NA,NA,NA
4389,aquChr_transcript:ENSACCT00020017106_R0,GEMOMA_00005354-RA,Q5ZMV7,WDR82,WDR82,WDR82
4390,aquChr_transcript:ENSACCT00020017109_R0,GEMOMA_00009237-RA,E1BSS0,EP300,EP300,EP300
4391,aquChr_transcript:ENSACCT00020017116_R0,GEMOMA_00011157-RA,A0A1D5P5X4,HEPH,HEPH,HEPH
4392,aquChr_transcript:ENSACCT00020017120_R0,GEMOMA_00004597-RA,NA,SPATA5L1,NA,SPATA5L1
4393,aquChr_transcript:ENSACCT00020017121_R0,GEMOMA_00004933-RA,A0A1L1RTL0,SCAMP1,SCAMP1,SCAMP1
4394,aquChr_transcript:ENSACCT00020017125_R0,GEMOMA_00005353-RA,A0A3Q2U5V7,GLYCTK,GLYCTK,GLYCTK
4395,aquChr_transcript:ENSACCT00020017139_R0,GEMOMA_00004598-RA,A0A3Q3B289,NMES1,NA,NMES1
4396,aquChr_transcript:ENSACCT00020017153_R0,GEMOMA_00009238-RA,E1BSR9,RBX1,RBX1,RBX1
4397,aquChr_transcript:ENSACCT00020017156_R0,GEMOMA_00014398-RA,Q5F3U4,PDPK1,PDPK1,PDPK1
4398,aquChr_transcript:ENSACCT00020017163_R0,GEMOMA_00004599-RA,E1C7N9,SLC30A4,SLC30A4,SLC30A4
4399,aquChr_transcript:ENSACCT00020017164_R3,GEMOMA_00012896-RA,NA,NA,NA,NA
4400,aquChr_transcript:ENSACCT00020017166_R0,GEMOMA_00009736-RA,F1NP42,UPRT,UPRT,UPRT
4401,aquChr_transcript:ENSACCT00020017171_R0,GEMOMA_00008550-RA,Q9DED6,BARX1B,BARX1B,BARX1B
4402,aquChr_transcript:ENSACCT00020017174_R0,GEMOMA_00000201-RA,E1C7I2,MRPL14,MRPL14,MRPL14
